,상가업소번호,상호명,상권업종대분류명,상권업종소분류명,지번주소,도로명주소
3088,MA010120220806799550,리본공주,소매,액세서리/잡화 소매업,세종특별자치시 세종특별자치시 조치원읍 신흥리 398,세종특별자치시 세종특별자치시 조치원읍 도원1로 16
3089,MA010120220806797426,릴리프,소매,기타 의류 소매업,세종특별자치시 세종특별자치시 도담동 653,세종특별자치시 세종특별자치시 보듬4로 9
3090,MA010120220806799246,준노래연습장,예술·스포츠,노래방,세종특별자치시 세종특별자치시 조치원읍 원리 15-3,세종특별자치시 세종특별자치시 조치원읍 새내12길 16
3091,MA010120220806791662,플레이타임더블유몰점,예술·스포츠,기타 오락장,세종특별자치시 세종특별자치시 어진동 510,세종특별자치시 세종특별자치시 도움3로 19
3092,MA010120220806792020,청해막썰어회,음식,일식 회/초밥,세종특별자치시 세종특별자치시 조치원읍 신흥리 78-7,세종특별자치시 세종특별자치시 조치원읍 대첩로 13
3093,MA010120220806794562,위트러스트커피랩,음식,카페,세종특별자치시 세종특별자치시 장군면 봉안리 216,세종특별자치시 세종특별자치시 장군면 월현윗길 50
3094,MA010120220806794631,오복가마솥파닭,음식,치킨,세종특별자치시 세종특별자치시 도담동 848,세종특별자치시 세종특별자치시 보듬3로 7
3095,MA010120220806790825,옴니아,소매,남성 의류 소매업,세종특별자치시 세종특별자치시 나성동 811,세종특별자치시 세종특별자치시 나성로 96
3096,MA010120220806794940,김앤정,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 새롬동 599,세종특별자치시 세종특별자치시 새롬남로 17
3097,MA010120220806791178,차스,음식,카페,세종특별자치시 세종특별자치시 조치원읍 침산리 264-2,세종특별자치시 세종특별자치시 조치원읍 행복3길 13
3098,MA010120220806788768,금별맥주세종,음식,생맥주 전문,세종특별자치시 세종특별자치시 조치원읍 신안리 35-13,세종특별자치시 세종특별자치시 조치원읍 신안새동네길 6
3099,MA010120220806819409,우리다방,음식,카페,세종특별자치시 세종특별자치시 조치원읍 원리 9-29,세종특별자치시 세종특별자치시 조치원읍 조치원로 7-1
3100,MA010120220806820471,무세이온북티크,예술·스포츠,독서실/스터디 카페,세종특별자치시 세종특별자치시 새롬동 579,세종특별자치시 세종특별자치시 새롬중앙로 62-15
3101,MA010120220806817690,세종문화연구소,시설관리·임대,전시/컨벤션/행사 대행 서비스업,세종특별자치시 세종특별자치시 조치원읍 서창리 42-21,세종특별자치시 세종특별자치시 조치원읍 새내로 244-1
3102,MA010120220806817449,아싸골프,예술·스포츠,골프 연습장,세종특별자치시 세종특별자치시 나성동 263,세종특별자치시 세종특별자치시 중앙공원서로 10
3103,MA010120220806817475,주문리동치미막국수,음식,국수/칼국수,세종특별자치시 세종특별자치시 연기면 연기리 508,세종특별자치시 세종특별자치시 연기면 당산로 201
3104,MA010120220806815957,한국마이스서비스,과학·기술,광고 대행업,세종특별자치시 세종특별자치시 나성동 790,세종특별자치시 세종특별자치시 나성북1로 22
3105,MA010120220806816231,잘가르치는학원,교육,입시·교과학원,세종특별자치시 세종특별자치시 고운동 1720,세종특별자치시 세종특별자치시 마음로 70
3106,MA010120220806818482,세종자전거여행,시설관리·임대,스포츠/레크리에이션 용품 대여업,세종특별자치시 세종특별자치시 보람동 707,세종특별자치시 세종특별자치시 시청대로 163
3107,MA010120220806818270,왕십리야채곱창,음식,곱창 전골/구이,세종특별자치시 세종특별자치시 장군면 봉안리 377-4,세종특별자치시 세종특별자치시 장군면 장척로 569
3108,MA010120220806822979,주제통합독서센터,교육,입시·교과학원,세종특별자치시 세종특별자치시 전의면 동교리 213-31,세종특별자치시 세종특별자치시 전의면 동교동촌2길 10
3109,MA010120220806821960,레이안경원,소매,안경렌즈 소매업,세종특별자치시 세종특별자치시 새롬동 584,세종특별자치시 세종특별자치시 새롬중앙로 55
3110,MA010120220806813850,세종세차장,수리·개인,자동차 세차장,세종특별자치시 세종특별자치시 조치원읍 남리 261,세종특별자치시 세종특별자치시 조치원읍 새내4길 80
3111,MA010120220806810510,황진이노래연습장,예술·스포츠,노래방,세종특별자치시 세종특별자치시 나성동 795,세종특별자치시 세종특별자치시 나성로 125-16
3112,MA010120220806811437,꾸덕데이그릭요거트세종,음식,경양식,세종특별자치시 세종특별자치시 보람동 743,세종특별자치시 세종특별자치시 한누리대로 2135
3113,MA010120220806807800,영인테리어,과학·기술,인테리어 디자인업,세종특별자치시 세종특별자치시 금남면 도남리 199,세종특별자치시 세종특별자치시 금남면 도남1길 131
3114,MA010120220806804630,"이원건강의료기,독일렉스톤보청기세종지사",소매,의료기기 소매업,세종특별자치시 세종특별자치시 도담동 655,세종특별자치시 세종특별자치시 한누리대로 589
3115,MA010120220806805477,기아오토큐,수리·개인,자동차 정비소,세종특별자치시 세종특별자치시 조치원읍 침산리 4-1,세종특별자치시 세종특별자치시 조치원읍 충현로 198
3116,MA010120220806806832,안동국밥,음식,국/탕/찌개류,세종특별자치시 세종특별자치시 전동면 노장리 615-8,세종특별자치시 세종특별자치시 전동면 운주산로 368
3117,MA010120220806832977,읍천리382,음식,카페,세종특별자치시 세종특별자치시 아름동 1332,세종특별자치시 세종특별자치시 아름서1길 13-4
3118,MA010120220806836546,새롬영어학원,교육,입시·교과학원,세종특별자치시 세종특별자치시 새롬동 580,세종특별자치시 세종특별자치시 새롬중앙로 67
3119,MA010120220806829179,메가골프존파크,예술·스포츠,골프 연습장,세종특별자치시 세종특별자치시 대평동 671,세종특별자치시 세종특별자치시 대평로 87
3120,MA010120220806831745,더뷰티헤어,수리·개인,미용실,세종특별자치시 세종특별자치시 고운동 1731,세종특별자치시 세종특별자치시 마음로 49
3121,MA010120220806831917,다방,음식,카페,세종특별자치시 세종특별자치시 연서면 성제리 346-1,세종특별자치시 세종특별자치시 연서면 대첩로 274
3122,MA010120220806825382,더더더,시설관리·임대,"산업설비, 운송장비 및 공공장소 청소업",세종특별자치시 세종특별자치시 나성동 792,세종특별자치시 세종특별자치시 나성로 133-9
3123,MA010120220806831634,다모아할인마트,소매,슈퍼마켓,세종특별자치시 세종특별자치시 전의면 동교리 193-12,세종특별자치시 세종특별자치시 전의면 운주산로 1173
3124,MA010120220806826421,백헌한의원,보건의료,한의원,세종특별자치시 세종특별자치시 반곡동 45-14,세종특별자치시 세종특별자치시 한누리대로 1828
3125,MA010120220806826490,보볼리플라워,소매,꽃집,세종특별자치시 세종특별자치시 도담동 653,세종특별자치시 세종특별자치시 보듬4로 9
3126,MA010120220806824124,미랜세종지사,소매,가전제품 소매업,세종특별자치시 세종특별자치시 조치원읍 남리 21-18,세종특별자치시 세종특별자치시 조치원읍 장안로 39
3127,MA010120220806820386,리정헤어,수리·개인,미용실,세종특별자치시 세종특별자치시 고운동 1386,세종특별자치시 세종특별자치시 마음안1로 167
3128,MA010120220806820280,소담세탁소,수리·개인,세탁소,세종특별자치시 세종특별자치시 소담동 550,세종특별자치시 세종특별자치시 시청대로 236
3129,MA010120220806820312,세계로유통부강점,소매,슈퍼마켓,세종특별자치시 세종특별자치시 부강면 부강리 444-13,세종특별자치시 세종특별자치시 부강면 부촌길 56
3130,MA010120220806820910,팀한체대,교육,요가/필라테스 학원,세종특별자치시 세종특별자치시 아름동 1316,세종특별자치시 세종특별자치시 보듬3로 154
3131,MA010120220806851477,잡하이불,소매,침구류/커튼 소매업,세종특별자치시 세종특별자치시 장군면 봉안리 382-1,세종특별자치시 세종특별자치시 장군면 월현윗길 6
3132,MA010120220806852250,남가네설악추어탕,음식,국/탕/찌개류,세종특별자치시 세종특별자치시 나성동 712,세종특별자치시 세종특별자치시 한누리대로 211
3133,MA010120220806848640,브라운돈까스,음식,경양식,세종특별자치시 세종특별자치시 종촌동 657,세종특별자치시 세종특별자치시 도움3로 105-5
3134,MA010120220806850089,리엘헤어룸,수리·개인,미용실,세종특별자치시 세종특별자치시 새롬동 579,세종특별자치시 세종특별자치시 새롬중앙로 62-15
3135,MA010120220806850850,로얄파크장,숙박,여관/모텔,세종특별자치시 세종특별자치시 부강면 부강리 458-3,세종특별자치시 세종특별자치시 부강면 시장길 35
3136,MA010120220806852396,참공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 나성동 797,세종특별자치시 세종특별자치시 나성로 125-4
3137,MA010120220806846772,이모네식당,음식,백반/한정식,세종특별자치시 세종특별자치시 금남면 용포리 187-16,세종특별자치시 세종특별자치시 금남면 대평시장2길 2-2
3138,MA010120220806844382,에이스홀덤펍,음식,요리 주점,세종특별자치시 세종특별자치시 조치원읍 침산리 262-4,세종특별자치시 세종특별자치시 조치원읍 행복2길 20
3139,MA010120220806848749,플렉슈세종,수리·개인,의류/이불 수선업,세종특별자치시 세종특별자치시 나성동 723,세종특별자치시 세종특별자치시 한누리대로 157
3140,MA010120220806845258,세종조개창고,음식,해산물 구이/찜,세종특별자치시 세종특별자치시 보람동 706,세종특별자치시 세종특별자치시 시청대로 137
3141,MA010120220806841464,컴포즈커피세종아름점,음식,카페,세종특별자치시 세종특별자치시 아름동 1295,세종특별자치시 세종특별자치시 보듬3로 100
3142,MA010120220806840223,미듬직업소개소,시설관리·임대,고용 알선업,세종특별자치시 세종특별자치시 조치원읍 죽림리 231-6,세종특별자치시 세종특별자치시 조치원읍 충현로 43
